ulasan,label
untuk webtoon yang terhormat sya mhon untuk menurunkan koin nya untuk 1 kali baca bisa tidak menjadi 2 koin. saya suka webtoon tpi ktika membayar sya kurang suka bukannya sya plit tpi apa daya saya bukan anak sultan. sya akan ksih bintang 5 untuk webtoon ketika sudah berubah 2 koin untuk skli baca trimkasih😊,3
"Saya pengguna webtoon dari tahun 2015,makin kesini makin buruk sistem webtoon,karna terlalu banyak komik genre romance,jarang memperhatikan webtoon challenge yang bagus, memberhentikan komik secara mendadak tanpa konfirmasi,genre fantasi,horror dan thriller sedikit,apalagi saya sangat kecewa webtoon webtoon fav saya yang sedang huatus diberhentikan secara mendadak,seperti love revolution,ghost teller,distant sky dll tolong sikapi ini dengan bijak ya pihak webtoon :)",2
"Gila, sekarang mau baca aja mesti bayar coin dulu ya, baru tau.. dulu perasaan gak ada berbayar, paling mentok cuma liat iklan, abis itu baru bisa baca, lah ini mesti bayar dulu, liat iklan pun di batesin cuma bisa 3x... Kecewa.😹",1
"Sya sgt suka baca disini,dan udh lama juga sy bca webtoon ini,tp tolong pihak webtoon segera menyelesaikan bug yg ada, sering keluar sendiri saat saya membaca komik, sering macet,dan bergetar layar nya saat sy swipe komik ke bawah,please tolong d perbaiki,amat sgt syg jika ini terjadi terus, Terima kasih",3
Tolong buat cerita yang lebih memberikan contoh yang baik dan menaati Syariat dan sesuai tuntunan agama. Karena readers kebanyakan anak-anak di bawah umur. Gimana mau menjadi generasi yang baik kalau kebanyakan cerita yang tidak seharusnya dicerna oleh anak-anak.,1
"Semua Cerita"" nya bagus bangeet cuman gk bisa di ss padahal kan mau di promosiin juga terus ada yg harus beli pake koin jadi nya agak susah gitu.",3
"Developer next update tolong tambahin fitur scroll otomatis yang kecepatannya bisa diatur, soalnya lama² cape scroll manual, apalagi klo manhwa yg dibaca chapternya banyak.",4
"Saya pake apk webtoon untuk baca komik udah dari tahun 2016 dan itu ngga ada masalah, tp baru sekarang ngerasain lemot parah setiap mau scroll². Padahl buat main game yg berat, streaming nonton, buka YouTube dan lain² aman aja. Udah apus chace juga sampe tiap mau baca selalu di mode pesawat dulu. Tolong diperbaiki jangan cuma perbanyak iklan² aja -_-. Kalo kaya gini terus lama² saya uninstall juga karena bikin jenuh",1
Webtoon kenapa saya sudah membeli koin tapi tidak masuk. Tolongnya jujur kalo berjualan koin . . Sudah 2 kali seperti ini . Pertama saya maafkan ke dua ini kesal juga ini app komik atau app scam?,1
"Menurut aku sih.. ini lumayan bagus lah ya, tapi masa iya cuma modal gambar dan tulisan kayak gitu di bayar pake koin tapi.. beli koin nya juga pake uang asli kan... Gimana gitu ya😶 mohon update yang selanjutnya di baguskan lagi, tapi menurut aku sih ini udah bagus!👌🏻👍🏻",5
Kok tiba2 gak bisa kebuka padahal lagi enak2 baca. Ku kira habis quota padahal masih ada tetep aja langsung beli. Tapi gak bisa juga😭 mungkin perlu update. Sudah pula update tetep gak bisa juga. Kenapa ini? Apa ada yg sama?,4
"Sumpah ini aplikasi kesayangan gw bngt, awalnya baca 1 Webtoon doang.. trus coba baca Webtoon Webtoon lain, eh malah ketagihan bacanya, gw sukanya baca yg genre romance, dan itu seruuuuu parahh, kadang gw juga ikut challenge yg ada di webtoon, sumpah se seru itu, kalian wajib download nih apk. Seru parahhhhhh👌🤤😆😆",5
"Haii, pencinta komik, plis bantu gue, di hp gue tiba² muncul apk mangakubu, ga tau itu siapa yg instal, 😭isinya komik yg udah pada tamat semua, @fjf_ras itu nama ig gue plis 🙏kasih tau gue kalo kalian punya apknya jg, gue cek riwayat instalan di playstor ga ada jg",5
"kecewa banget sm pihak webtoon. Komik asli dari koreanya suka ga sampai tamat. lagi nunggu2 yg hiatus malah di tamatin. Yg ada backsound malah gaada, padahal klo ada lebih enak bacanya.",1
"Mantap terus tingkatkan karya kalian para author wish nya bulan ini ad Webtoon baru lagi 😅cocok banget mengisi segala waktu kalian,atau pas kalian bosen ngk nyesel deh download nya Webtoon the best(kalau kalian udh download gua saranin baca Goh/God Of highschool",5
"Update baru untuk kata terlarang di respon komentar, tolong kamus bahasanya sesuaikan dengan language nya dong, saya agak jengkel waktu komentar, dalam bahasa Indonesia mana yg kata terlarang?. Dan kasih tahu juga mana kata terlarang tersebut, susah menebak-nebak, keburu tidak mood untuk memberi komentar jika tidak tahu mana kata terlarang tersebut, yerlebih jika itu dari kamus bahasa lain",3
"Akan saya balikin ke bintang 5 kalo kitak kotaknya hilang , masa udah baca mau ke atas reload lagi , mana atas bawah gambar keliatan tapi tengah masih kotak kotak .",1
"Aplikasi ini sangat bagus untuk para penggemar komik lokal,dan komik mancanegara dalam aplikasi ini juga terdapat pembelian koin yang dapat digunakan untuk melihat komik lebih cepat",5
"Udah bagus cuman mo kasih saran aja tolong baca dan kabulkan yoo,,yg pertama kualitas gambarny dibagusin lagi biar kek nyata gitu jadi ngeliate g bosen,yg kedua harusny halaman komiknya bisa di screenshot karena mau saya pakai untuk wallpaper hp sayaa,mohon pihak webtoon mengerti",3
Sya bingung mengenai cara pembelian koin nya... Kami sebagai pelanggan setia line webtoon tdk tau dimana harus mendapatkan kode promosi... Berbeda dgn aplikasi versi kemarin yang dgn mudah untuk melakukan top up coin,3
Aku suka banget SM aplikasinya tapi tolong jangan pake koin di setiap episode paling menarik dan paling dinanti-natikan 😭😭jujur gue sampe nagis gara-gara komik yang gue baca baru episode 18 tapi episode berikutnya harus pake koin😭😭😭😭😭,5
"webtoon memang seru, komik terbaik 👍🏻👍🏻👍🏻ceritanya menarik"" semua.. cuma yahhh ada kurangnya juga, kirain beli coin bikin tambah seru.. ehhh tpi mlah bikin kecanduan.. dan juga skrng ga bisa SS komik idola.. jdii kurang krenyes aja..",5
"""Sayangnya webtoon telah berhenti"" Enak enak baca komik malah ada begituan, udah ada 10x pula. Males banget pengen uninstall Udah hapus cache, install ulang, update, tetep ngga ngaruh apa-apa. Udah ngajuin laporan juga ngga ngaruh.",1
Sangat kecewa. Sudah melakukan pembelian koin kedua kali tapi koin ngga masuk padahal pulsa kepotong. Dan dengan jumlah yang tidak sedikit.,3
"Bagus banget, banyak komik bagus yang sudah di terjemahkan. Kalau boleh usul, hadirkan koleksi komik yang sudah di rating. Jadi kita tidak hanya bisa melihat komik terakhir yang kita baca, tapi kita juga bisa melihat komik yang sudah kita rating. Karena ada jenis orang yang suka nge list apa saja yang dia sudah baca dan saya salah satunya. Selain itu sudha bagus. Itu saja saran dari saya. Terimakasih. Semangat buat stuff webtoon dan para translator",5
"Kenapa sih susah banget mau login :((( Udah punya akun, tapi pas mau login ulang malah gak bisa dan pas mau diriset kata sandi web nya error mulu padahal sinyal lancar...",2
"Suka banget, ceritanya semua seru. Cuman lebih suka Webtoon yang dulu, yang bisa screenshot gambar2 cerita yang bagus. Smoga nanti apl nya bisa ngescreen lagi🙂",5
kenapa sekarang setiap buka webtoon gambarnya gak muncul2 dan gak bisa di buka setiap episode2 . padahal sudah nyoba hapus aplikasi trus download lagi tp ttep blum bisa baca webtoon,1
Buat Webtoon untuk fitur coin Hunter sebagian game yg lu saranin bnr2 sampah di hp gua numpuk game rekomen dari lu yg ujungnya gila iklan ditambah sering macet di dlm game karna gamenya tsb msh proses pengembangan/ngebug mending lu rekomen game yg bnr2 gk nipu dan ush diunduh bnyk org ratingnya bgs sekalian buat santai2 tapi lu developer pentingin keuntungan diri sendiri njir???...gila Lo kuota org abis yg di dpt gk ad koin pun gk msk padahal misi udh selesai,1
"webtoon nya skarang mengkecewakan.. tolong di perbaiki lgi ya min, masa mau masuk.ngk bisa lagi, dan di bilang sayangnya webtoon telah berhenti,, tolong di perbaiki min. jangan bikin para pembaca kecewa..",2
"Crita nya bagus, dan gambar gambar disitu juga bagus tpi knp saya tidak bisa top up coin di apk webtoon? Mohon perbaikannya yah",3
"Kenapa webtoon saya selalu mengalami eror, ketika komik dibuka tidak muncul gambar, tidak mungkin masalah signal karena diaplikasi lain jalan dengan lancar, masalahnya disini ketika webtoon dibuka dengan web, sama saja",1
Sekarang gak adil banget waktu dulu kita bisa baca komik yg udah lama selesai tapi kita dari ulang bisa tanpa pembayaran tapi kenapa sekarang kita harus banyak kecewa sumpah,2
"Apps nya bagus, tapi kok koin hadiah yang pernah di klaim tiba tiba menghilang? Cukup mengecewakan bagi saya yang menikmati webtoon.",2
bagus semua cuma kurang kalo di pencarian gw nyari cerita Solo Farming in the Tower malah gak muncul padahal cerita Solo Farming in the Tower perna diriviyu oleh yutuber dan gw nyarih lanjutan nya di aplikasi ini ya kurang pemahaman aja di pencari an nya,4
"Saya beli koin melalui gopay, di akun gopay saya saldonya sudah terpotong untuk membeli koin tali di webtoon nya malah tidak masuk. Jadi bagaimana nih, saldo saya berkurang tapi tidak dapat koin. Mohon kebijakannya",1
Inih sangar keren jadi aku maubaca terus aku mau membaca lagi dengan teman temannya di dunia yang tidak bisa lagi tatah yang enak enak banget sama yang tidak dapat dipisahkan oleh laut dan udara di bawah umur yang panjang untuk digunakan sebagai alat komunikasi yang enak dan murah hati dan tidak dapat di download e remix by dan lezat di dunia yang paling penting yang harus dilakukan secara rutin dan teratur dan lezat yang bisa dilakukan untuk digunakan dalam pembuatan makalah dengan menggunakan,5
"kenyamanan membaca berkurang, soalnya setiap lagi baca pasti tiba-tiba keluar sendiri ke list episode, pas masuk lagi ke halaman malahan baca dari ulang, padahal udah baca jauh², tolong diperbaiki bug nya",3
"Ulasan bersifat publik dan dapat di edit Nama dan foto di profil google anda akan muncul bersama ulasan anda.hasil edit sebelumnya dapat dilihat oleh penggun dan developer aplikasi,kecuali jika anda menghapusnya Mengerti. Pelajari lebih lanjut Weebtoon terbaik pokoknya yang terbaik",5
"Saya tidak bisa buat akun... Setiap saya konfirmasikan selalu muncul tulisan tidak ada koneksi padahal saya bisa nonton Youtube, bisa nelpon, bisa chat, bisa google, semua yang menggunakan data saya bisa. Sudah saya coba keluar masuk app nya tapi tetap tidak bisa, sudah saya tutup buka data juga tidak bisa dan saya sudah coba buka mode pesawat tetap saja tidak bisa. Tolong diperbaiki jangan mengabaikan komentar saya, terima kasih",1
"Pas baca, belum 1 menit keluar sendiri, kadang juga gak bisa di geser dan langsung keluar lagi.. Padahal versi hp sama webtoon udah terbaru. Ada yang bisa jawab kenapa?",5
"Aplikasi webtoon terbaik saat ini, yang ngasih bintang satu itu cuma orang bodoh. Gak bisa ss itu karena hak cipta, sistem koin juga masih bagus dan murah. Keren banget webtoon",5
Webtoon lgi error yh min??? Aku refresh beberapa kli gambar² komiknya gak muncul... Udh diupdate app nya tetep gak muncul... Koneksi oke gimna ini min?,2
"Saya kasih bintang 5 karena bisa jadi tempat orang yang bisa gambar komik berkarya. Tetapi tolong segera tindak orang-orang yang komen OOT dari pembahasan komiknya, apalagi sampai bawa unsur-unsur lgbt di komik romance normal. Masalah ini bisa buat banyak pembaca pada kabur dari webtoon karena membiarkan masalah yang tidak etis di komen. Risih liatnya komen ""lain dari topik"" apalagi bawa ""hal-hal yang tidak ada hubungannya di komiknya"".",5
Sangat suka karna dengan membaca webtoon aku lebih tenang tapi min tolong dong eps nya jangan seminggu sekali wkwkwk dan min aku request dong buat screenshoot gak bisa aku ni tolong dong bisa lagi di screenshoot kek dulu 😭😭,5
"Tiap ada kuis koin gratis. Sehabis ikut, waktu terima koin susah bnget, di klik berkali"" gabisa. Tlong perbaiki min",2
"Bagus. Webtoonnya menarik dan seru. Tapi kenapa webtoon yang sudah tamat, malah ada ada vitur ""sewa"". Sehingga hanya bisa memakai koin saja untuk membukanya. Kenapa harus ada vitur itu?? Webtoon yang katanya gratis, tidak bisa di katakan gratis lagi bagi saya.",3
"Makasih webtoon karena sudah memberi kesenangan dalam membaca, khususnya pada komik, tapi sayang sekarang berbayar, jadi maaf saya fakum, karena kendala biaya... Makasih ya... Dan tetap semangat...!!!",5
"Ini jaringan saya yang jelek atau memang transaksi pembelian koin di Webtoon yang lama? Saya transaksi Rabu 5 April pukul 05.00 WIB, baru jam 14.49 WIB masuk di akun saya 20 Maret kemarin juga seperti itu, 8 jam baru masuk ke akun Mohon di perhatikan lagi, dan email mohon di balas",5
"Aku udah pake apk ini selama 3thn, baguss banget aplikasinya❤cuman ada satu kekurangan: gambarnya gabisa di screenshot, kalo gw mau screenshot harus login webtoon lewat web",5
"Kemaren gw ke uninstal webtoon, jd gw instal lg nih, tapi.. pas gw msk apk nya semua komik gw abis njir kek kerestart gtu... Pdhl udh gw sambungin ke akun. Kan gw sistem tabung eps jdi pas kerestart akun nya gw jdi gtw gw dh bca tu komik smpe mna. Makanya mohon pihak webtoon tambahkan fitur utk menyimpan keseluruhan data agar smkin menikmati apk ini. Kan rugi klo semua komik kek hrs dibca dr awal lgi, buat apa login pake akun! Ok, cuma itu aja saran dr gw maap kepanjangan :v",1
"apk nya udah bagus, tapi anehnya kan aku main coin hunter, pas misinya udah terpenuhi tapi koinnya masih belum kekirim. padahal aku cape cape main game biar dapat koin, mohon diperbaiki",4
"Love revolution kenapa gak dilanjut,?yg di naver aja udah lama update,please,itu satu satunya komik yg gak bikin gue bosen buka webtoon. sekarang males,udah gitu malah banyak muncul komik2 baru yg gak menarik,,",2
"ini aplikasi sudah bagus banget, tapi ada kekurang nya tolong y untuk bacaan yg menggunakan coin kalo mau gratis kan tunggu berminggu Minggu jadi tolong di percepat jangan berminggu Minggu atau berbulan bulan y",5
maaf bukan maksud sya untuk menyindir tapi kenapa waktu sya buka g bisa ya sya sudah login tapi kog tetap sma sja ya tidak bisa di buka ap ini memang hp sya yg eror atau bagaimana sya tidk bgitu paham ttpi kalau bisa sya meminta tolong untuk di perbaiki lagi agar lebih mudah untk di gunakan ... trimaksih...,1
"Saya ingin bertanya ke Pihak Webtoon, kenapa saya tidak bisa berkomentar maupun like/dislike komentar seseorang? Notifnya tertulis ""Anda telah menulis beberapa posting menggunakan IP yang dibatasi oleh aturan operasi, dan beberapa aksi termasuk menulis telah dibatasi untuk waktu tak terbatas""",3
"Baca nih buat yg ngasih bintang 1 dengan alasan kenapa harus bayar untuk liat preview?ya karena preview bukan dari update sesuai jadwal,kesannya kita bayar buat baca duluan dari yg gk bayar kalo mau gk bayar ya tinggal nunggu update sesuai jadwal,ada yang ngeluh soal gk bisa screenshot itu karena ada yang namanya COPYRIGHT atau HAK CIPTA publikasi gambar,setau gw ini permintaan dari beberapa publisher komik itu sendiri karena bnyk komik mereka yang beredar di situs internet tanpa seizin mrka",5
"menurut aku, apk ini bagus bat lo, kita bisa membaca komik, tanpa harus nyari ato beli di tokoh, terutama untuk seorang kutu buku, kek aku ini😊, aku suka bat baca buku😊, jdi buat kalian yg suka baca buku, silahkan download apk ini ya😊",5
"Mantapppp udah mulai banyak isekai, thriller... Beh webtoon makin lama makin bagus. Btw banyakin event koin dong wkwk Berguna buat kaum misqueen seperti saya. Dan lagi, webtoon yg baru tamat jangan buru buru dijadiin tiket harian dong anjjj Kesel mau maraton ga bisa. Sekian✌",4
"webtoon setelah di update sering bug dan keluar sendiri saat membaca, bukan sering lagi, tapi dah gabisa ini di buat baca lagi, masa baru 5 detik baca langsung keluar si :( kecewa",2
"apl nya bagus banget tapi ada satu masalah kenapa kalo baca komik tu harus ada yang pakek koin ama pake kartu harian itu, tolong ditingkatin supaya ga usah pake yang begituan cukup ikaln aja bisa gak ya terima kasih hanya itu saran dari saya",5
Sudah bertahun-tahun menggunakan aplikasi ini untuk baca komik secara legal dan gratis. Cuma sering ada bug kecil (Bug nya sama seperti yang dikeluhkan oleh sebagian pemberi rating) yang cukup menggangu.,5
"Min, tolong diperbaiki. Kenapa punya saya pdhl udh di verifikasi ke email dan berhasil di web. Webtoon, tapi kenapa di aplikasi tidak bisa dan selalu diminta ulang ya?. Jadi ga bisa baca, kalau baca lewat web gabisa pke coin. Percuma donk kmrn beli coin :(",4
"Udah beli coin saldo kepotong tapi koin nya ga ada, udah 3 kali rugi jadinya kirian masih proses udah lama nunggu belum ada juga, udah 4 jam lebih saldo ke potong kok ga ada rugi banget Dan sekarang kejadian lagi kesel sumpah kenapa sih",1
"Pagi ini kartu kredit saya di debit 1,5 juta oleh naver webtoon. padahal saya tidak melalukan transaksi apapun. ada yang bisa dijelaskan? itu bukan uang sedikit bagi saya.",1
Bagus banget aplikasinya tapi buat yang tau cara masuk kin akun gimana ya gak ngerti saya tapi memang aplikasinya bagus sih ada banyak cerita yang paling saya suka adallah gloomy sunday horor gitu soalnya,5
"Seru banget ini komik terseru yg pernah aku baca seumur hidup akuu !!!!!!!!!!!!!!!!!!!! Wajib banget sih dibaca jangan lupa tambahin lagu ya, semangat buat yg bikin aplikasi ini 😉. Wopyoooooo sebanyak banyaknya 😊🤗😘",5
"apk nya bagus komik yg di tawarkan juga beragam overall semuanya oke, sampe dimana tadi siang mau buka apk nya ga bisa tolong dong minn aku mau baca komik favorit aku yg update hari ini",4
"Min kok setiap kali saya top-up muncul tulisan top-up gagal padahal pulsa saya 50.000 saya mau top-up yang 230 kok nggak bisa, masa harus top-up yang 105 2 kali, tolong di perbaiki",3
"Apks ini bagus malah sangat bagus tapi kenapa sering tidak bisa masuk y,padahal koneksi bagus Kouta ad memori cukup tapi tetap tidak ingin masuk.sampe²saya harus download berulang kali.mohon di jelaskan",2
"Saran untuk webtoon, kalau ada komik yang sudah end, sebaiknya dikasih free ataupun kalo mau bayar pake koin, sebaiknya tidak per chapter dan tentunya dibayar dengan murah.",1
"apk ini seru banget! saya seharian ini terlalu sering membaca Manhwa dari apk ini. menurutku apk ini bener² bagus, dan menarik jadi saya kasih bintang 5 untuk apk ini! (maaf ga jelas karena saya terlalu semangat.)",5
"3 aja dulu krn kurang F2P friendly , Misi buat cari koin susah & ngabisin waktu,lebih baik perbanyak kuota iklan ,masa sehari cm 10 kuota , gregetan kuota iklan & koin ny abis pas lg seru"" ny",3
"Kenapa gak bisa di screenshot? Padahal gambarnya bagus dan lucu, kalau saja bisa, akan ku buat update status dan teman-temanku tertarik, bukan? Tolong pihak wrbtoon perbaiki lagi ya!",1
"Akunku yg tertaut di webtoon tiba2 putus, harus login lagi, plus webtoon favorit dan riwayat baca webtoon hilang semua. Tolong diperbaiki",1
"saya ga bisa download webtoon, saya sebelumnya sudah ada apk nya, tetapi setiap dibuka keluar sendiri gitu. akhirnya saya uninstall dan mulai download lagi. tapi setiap di download ga gabisa. gimana ya ini? saya suka bgt sm apk nya, gabut tanpa webtoon:'",4
"saya sangat suka sekali membaca jadi sya men download aplikasi ini tetapi ada stu kendala yaitu pas login,login nya lama banget,mohon di perbaiki ya Developer itu aja deh....",5
Ini gimana sih pulsa saya masih banyak kok pas mau top up coin kok gagal dan ada notif pulsa tidak cukup???? Padahal saya udah lama langganan beli coin selalu bisa kenapa sekarang gak bisa??,2
"Udah download dan udah dikonfirmasi telah ter-Download. Eh pas dibuka, beberapa panel malah belum ke download, mana gk cuma 1/2 panel pula dan itu kejadiannya berkali kali. Gaje",2
"Aplikasi pencuri, saya top up koin sekali Trus ngk masuk, tapi pulsa terpotong, saya tes lagi tapi gk masuk lagi, terus terpotong lagi pulsa saya, 2 kali loh saya top up, habis 70 ribu. Tapi ngk ada koin nambah. Bngsatt aplikasi pencuri.",1
Weebton bisa tidak download tanya di permenka ( tidak ada watu habis nya dan mengapa tidak di download lagi gueee jadi sedih 😭😭😭) Apa lagi kita yg memiliki keter batasan Kouta tolong mengerti lah kami Webtoon dan sekali lagi download tanya tidak ada waktu berlaku dan maaf aku bisa beri bitang 2 karena aku ingin tidak ada batasan download tanya semoga bisa diperbaiki🙏🙏🙏,2
Kenapa ya webtoon aku gabisa login ke akun facebook . Padahal banyak episode yang udah aku beli dari akun itu . . Dan sayang banget koin nya . . Mohon pencerahannya,2
"Fitur iklan kayaknya udh ga bisa digunain lagi ya. Rugi ya ngasih kita fitur iklan. Jaringan lancar, tapi loading buat iklan lama banget. Bikin jengkel nunggunya",3
Ini aplikasi bagus bangett😍😍.... sayangnya kemarin aq udh hapus krna memori q pnuh tapi skarang aq download lagiii... biar bisa hilangin rasa galau😁 pokoknya ga nyesel kalau download aplikasi webtoon ini dehh😉 dan km bakalan nyesel kalau di hapus aplikasi nya... aq mau download lagi ahh😋😄,5
"Bagus kok,semua komiknya. Hanya saja, untuk saya pribadi yang ingin mencari hiburan gratis dengan legal sulit diaplikasi ini.tolong untuk episode yang terkuncinya jangan berlebihan seperti sekarang,sampe 10 episode dong! Saya tau pihak line ingin menghargai karya seniman,tapi jangan terlalu barbar membataskan untuk yang peminat gratisan! Sekian.",1
"Terlalu terburu-buru daily pass. Padahal dulu engga. Terus, banyak webtoon lokal yang terpaksa berhenti, mana setelah itu jadi daily pasa. Sama isinya sudah agak condong ke dewasa",2
"Webtoon gw udah ngikutin dari kapan taun juga ini, kenapa gitu banyak banget yang langsung di daily in, apalagi chap akhirnya pasti harus bayar... Infected udah dari kapan tamat nya malah di daily in, kemala yang niat nya aku mau nabung di season 2 malah kena daily lagi, koin nya juga harus 18 lagi",2
"Udah baca Webtoon dari SD sampe SMA. Tapi kalau dulu sih bacanya d Web😅 Komik² di Line Webtoon banyak yg sesuai dengan seleraku, saranku, kalau boleh tambahin Webtoon Misteri+Pembunuhan ya😶👍 Dan Webtoon ini apk komik+legal paling murah hati menurutku. Kenapa masih ada aja yg bilang Webtoon pelit sih?",5
"Bagus. Tapi agak banyak sedot kuota. Terus, juga agak payah buka nya sealin jaringan telkomsel. Terus kalau diunistal masuk lagi, novel yang sebelumnya dibaca gak tau sampai mana. Juga kalau membuat novelnya lebih mudah, nggak banyak syaratnya. Karena enggak ngerti buatnya. Kalau udah diperbaiki seperti yang saya bilang. Saya kasih bintang 5. Ok?",4
"Ini webtoonya lagi bermasalah apa gimana ya? Koneksi bagus , buka aplikasi lain bisa , tapi kok buat buka webtoon koneksi error? Tolong diperbaiki lagi ya. Terimakasih.",3
"Kenapa sekarang sewa sewaan sih? Ribet amat:( kayak dulu aja please!!! Jelek yg sekarang. Ouh ya, untuk jadi author itu gmn sih? Aku udh 5 tahun dan hampir 6 tahun pake aplikasi ini dan ga pernah tau caranya buat komik, dan untuk aplikasi kurang sih..kayak mangatoon. Jadi bisa chat,buat grup,dll. Untuk novel juga cuma ada 2 aja. Gak ada chat story juga.Jadi dimohon kan buat ditingkatkan lagi please!!!! Tapi cerita nya bagus bagus kok",1
"apk ini sngt lh bagus gk ad yg kurang tapi menurut ku tambahin lumayan banyak event koin agar aku bisa baca² manhwa yg harus pakai koin, selain itu komik komik disini bikin aku baper 🤭🤭",5
"Saya ingin seperti ada event koin dengan cara mengundang teman teman, dengan hubungan yang saling menguntungkan antara kedua belah pihak. Yang mengundang akan mendapat beberapa koin karena sudah membawa/mengundang pembaca baru dan pembaca baru dapat menikmati webtoon yan baru rilis bahkan sebelumnya, Terima Kasih.",5
"bagus sih,cuma kenapa harus pake koin atau ga, pake tiket harian menurut gw itu bikin irang risih mana tiket hariannya cuma 1 cha. minimal 5 cha lah, gw lagi asik asiknya liat malah gaada koin/tiket harian gw sebagai pembaca yang gratisan gw kurang suka sama fitur ini gw yakin yg lain juga pada risih. mana 1 cha nya cuma beberapa gambar.",2
"Isi koin dana sudah terpotong, dan sdh menerima email pembayaran tapi koin blm masuk.!!! Pembayaran google plau juga keterangan saldo 0, padahal saya punya saldo goggle play",1
Aplikasi komik yg bgs. Aku suka baca komik di aplikasi ini. Komiknya seru seru banget deh. Dan semoga webtoon terus berkarya dan ngeluarin komik yg seru seru dan menegangkan kaya komik tower of god.,5
Sudah lama menggunakan Webtoon tapi sekarang webtoonnya agak susah buat beli coin beli dengan pulsa saja kenapa tidak bisa lagi tolong perbaikin Dan saya pernah login ulang pake akun terus masuk lagi tiba tiba hilang koin saya tolong perbaikin juga Terimakasih,2
"saya tidak bisa menggunakan fitur tonton iklan untuk membaca lanjutan cerita manhwa nya, knp ga bisa di pencet tombol buka iklan nya??? padahal saya pengguna setia dari tahun 2017",1
"Aplikasi nya bagus,banyak komik yang author nya orang indonesia.Ada juga komik dari luar negeri yang sudah di translet ke bahasa Indonesia... Silahkan download dan baca..",5
"Saya sudah lama menggunakan webtoon, sekitar 3-4 tahun.. Lalu saya ganti hp, dan sekarang tidak bisa dibuka dengan alasan tidak ada jaringan.. Padahal jaringan lancar lancar saja, buka apk lain lancarrr. Hanya webtoon saja yang tidak bisa dibuka.. Saya sangat kecewa akan hal ini.. Mohon perbaikannya pihak webtoon",1
"Keseluruhan apk nya bagus, hanya saja dari segi cerita agak menurun.. Terutama untuk pasar indonesia, cerita yg disediakan kebanyakan cerita dari luar, karya bangsa tidak sebanyak ketika beberapa tahun lalu. Dan dari alur ceritanya semakin kesini semakin klise, semuanya sejenis. Bahkan ada webtoon yang kurang sesuai dengan pasar Indonesia. Padahal dulu Webtoon lapak yg dapat dipercaya dari segi sensor, sekarang entah kenapa beberapa webtoon vulgar bisa masuk. Pihak webtoon, tolong tanggapannya",3
"Lebih ngelek dari pada youtub tolong di perbaiki saya sangat tida nyaman dan kacau saat lihat hal itu dan agak kecewa. dan satu lagi kalo the infeksen,pig pen,sana dead live tamat gua unistall aplikasi ni",1
"Halo webtoon, tolong perbaiki sistemnya yah, sinyal saya bagus tapi tidak bisa membuka webtoonya, padahal untuk buka ig dan yt lancar saja, jika sudah diperbaiki akan saya beri bintang 5😁👍🏻",3
"Aplikasinya bagus......... Banget. Tapi disini itu, yang menurutku kurang itu, updatenya 1 minggu 1 episode seharusnya itu minimal 2 eps, menurutku.",4
"knp di update segala sii 😭, bagusan yg awal tau 🤦🏻‍♀️. skrg jd bingung mau baca, yg aku favoritin ilang semua..dahlah capek 🤦🏻‍♀️🤦🏻‍♀️ kirain webtoonku knp terus aku hapus terus aku download lg, pas liat ulasan ehh trnyata emg di update ya 🤦🏻‍♀️🤦🏻‍♀️. pls balikin tampilan yg lama, aku liat tampilan yg skrg jadi pusing+bingung.. sementara bintang 4 dulu aja ya..",4
"Guna up nya seminggu sekali itu biar pembaca nya penasaran bukan gila2 uang Lagian di up seminggu sekali udh bagus Klo langsung tamat gak seru bikin lalai pekerjaan lagi Jd yg minta up nya di percepat tanpa pake koin , buat sendiri komik nya klian kira bikin nya itu gak capek apa? Berpikir lah dahulu sebelum mengetik",5
Aplikasi Line Webtoon ini sangat bagus. Namun akan lebih bagus jika episode berbayar yang dibeli dengan koin diganti kebijakan menjadi dibeli hanya dengan iklan saja,5
"Dari 2019 sampai sekarang masih bagus bangetttt, Webtoon seru makin banyak, semoga makin banyak event untuk dapetin coin kayak dulu, sekarang, event kebanyakan harus beli episode, semoga ulasan saya membantu 🙏🏻☺️",5
"kecewa, katanya mau fokus nerbitin judul-judul baru sama ngedukung author amatir. setuju aja sih asalkan dari indonesia, tapi sekarang malah banyak webtoon baru dari luar banyak webtoon lama yang harusnya dilanjutkan diselesaikan dulu lah, kalo mau memberikan konten terbaik. pembaca-pembaca lama kecewa banget karena digantungin sama pihak webtoon setidaknya kalo mau ditamatin ""paksa"" kek gitu dijelasin kenapa dong, biar readers gak bertanya-tanya. so disappointed to webtoon crew :(",1
"Entah itu bug atau apa. Saya disini hampir setiap hari buka webtoon asik, menyenangkan, seru dll. Keluhan saya kenapa pas ""login koin gratis"" udah hari ke 5 balik lagi ke awal? Tolong jelaskan itu bug atau apalah. Terimakasih",3
"Aplikasinya bagus, tapii tolong cover komiknya jangan di ganti macam orang asli.. Te Bagus, bikin karakteristik tokoh komiknya jadi hilang. Dri yg kelihatan cewe badas jdi cewe imut. Apalagi cover ""for my derelict favorite"" kenapa kaelus ku kelihatan kayak cewee?",3
